"Município","Atrazina","Diuron","Glifosato + AMPA","Mancozebe","Profenofós","Metolacloro","Simazina","Alaclor","Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido","Carbendazim + benomil","Carbofurano","Clordano","Clorpirifós + clorpirifós-oxon","DDT + DDD + DDE","Endossulfan (a, ß e sais)","Lindano (gama HCH)","Metamidofós","Molinato","Parationa Metílica","Pendimentalina","Permetrina","Terbufós","Trifluralina","2,4 D + 2,4,5 T","Aldrin + Dieldrin","Endrin","Tebuconazol","UF","Population","How many different pesticides over or equal to the limit?"
"BADY BASSITT",0,0,0,0,0,0,0,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,13,94,1,0,"SP",16843,5
"BAIANOPOLIS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,1,0,"BA",14323,5
"BANZAE",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",13765,5
"BARRA DO CHOCA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",34121,5
"BARRA DO ROCHA",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",6258,5
"BARREIRAS",0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,0,0,0,0,0,8,6,0,"BA",157638,5
"BIRITINGA",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,0,0,0,0,0,5,3,0,"BA",16653,5
"BOA NOVA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",14069,5
"BOA VISTA DO TUPIM",0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,3,0,0,0,0,0,0,10,7,0,"BA",19502,5
"BONINAL",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,"BA",14760,5
"BREJOES",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",15122,5
"BROTAS DE MACAUBAS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",10974,5
"BRUMADO",0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,6,0,0,0,0,0,0,12,7,0,"BA",69677,5
"CAATIBA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",7841,5
"CABACEIRAS DO PARAGUACU",0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,5,0,0,0,0,0,0,11,6,0,"BA",19312,5
"CACHOEIRA",0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,5,0,0,0,0,0,0,13,8,0,"BA",35139,5
"CAETANOS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",16106,5
"CAETITE",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,0,0,0,7,4,0,"BA",52853,5
"CAIRU",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,0,0,5,2,0,"BA",18224,5
"CAMACAN",0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,3,0,0,0,0,0,0,6,3,0,"BA",33310,5
"CAMAMU",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",36644,5
"CAMPO FORMOSO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",73448,5
"CAMPOS DO JORDAO",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"SP",51454,5
"CANAVIEIRAS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",33002,5
"CANDIDO SALES",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,2,1,0,"BA",26674,5
"CANUDOS",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",17316,5
"CAPELA DO ALTO ALEGRE",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",12199,5
"CAPIM GROSSO",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,2,0,"BA",31392,5
"CARAIBAS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",9773,5
"CARAVELAS",0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,5,0,0,0,0,0,0,9,6,0,"BA",22740,5
"CARDEAL DA SILVA",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,3,0,"BA",9544,5
"CHORROCHO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",11591,5
"CICERO DANTAS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,4,2,0,"BA",34676,5
"CIPO",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",17739,5
"COARACI",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",19022,5
"CONDE",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,6,0,0,0,0,0,0,8,2,0,"PB",24769,5
"CONTENDAS DO SINCORA",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",4299,5
"COTEGIPE",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",14414,5
"CRAVOLANDIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",5576,5
"CRISTOPOLIS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",14403,5
"DARIO MEIRA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",11716,5
"ELISIO MEDRADO",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",8461,5
"ENTRE RIOS",0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,6,0,0,0,0,0,0,12,6,0,"BA",43223,5
"ESPLANADA",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,3,0,"BA",37845,5
"ESPUMOSO",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"RS",15843,5
"EUCLIDES DA CUNHA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",61924,5
"EUNAPOLIS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",115290,5
"FATIMA",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"TO",3879,5
"FLORESTA AZUL",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",11244,5
"FORMOSA DO RIO PRETO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0,"BA",25912,5
"GANDU",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",33234,5
"GAVIAO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",4725,5
"GENTIO DO OURO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",11639,5
"GLORIA",0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,1,0,0,0,0,0,0,9,8,0,"BA",15840,5
"GONGOGI",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",7848,5
"GUARATINGA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",22154,5
"IACU",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,6,4,0,"BA",25884,5
"IBICOARA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",19786,5
"IBICUI",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",16796,5
"IBIRAPUA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",8852,5
"IBIRATAIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",17221,5
"IBITIARA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,4,2,0,"BA",16855,5
"IBITITA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",17948,5
"IBOTIRAMA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",27862,5
"IGRAPIUNA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",14187,5
"IGUAI",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",27939,5
"ILHEUS",0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,6,0,0,0,0,0,0,15,9,0,"BA",176341,5
"IPIAU",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",47704,5
"IPIRA",0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",62631,5
"IPUPIARA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",10157,5
"IRAMAIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",9901,5
"IRAQUARA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",25536,5
"IRARA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",29879,5
"ITABELA",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,4,0,"BA",31422,5
"ITABERABA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,2,0,0,0,0,0,0,8,6,0,"BA",66806,5
"ITACARE",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,5,3,0,"BA",28382,5
"ITAGI",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",13199,5
"ITAGIBA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",15577,5
"ITAGUACU DA BAHIA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",14718,5
"ITAJU DO COLONIA",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,2,0,"BA",7218,5
"ITAMARAJU",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,4,0,"BA",67356,5
"ITAMARI",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",8476,5
"ITAMBE",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"PE",36320,5
"ITANAGRA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",6730,5
"ITANHEM",0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,0,0,0,0,0,9,6,0,"BA",20501,5
"ITAPARICA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",22866,5
"ITAPEBI",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",10830,5
"ITAPITANGA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",10799,5
"ITAQUAQUECETUBA",2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,"SP",360657,5
"ITARANTIM",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",20314,5
"ITUACU",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",19577,5
"ITUIUTABA",0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,"MG",104526,5
"JACAREI",1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,"SP",229851,5
"JACINTO MACHADO",1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SC",10539,5
"JACOBINA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,4,3,0,"BA",83635,5
"JAGUAQUARA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",56033,5
"JAGUARARI",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,2,0,"BA",34499,5
"JAGUARIPE",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,6,0,"BA",19036,5
"JANDAIRA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"RN",6942,5
"JEREMOABO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",41605,5
"JIQUIRICA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",15106,5
"JITAUNA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",12692,5
"JUCURUCU",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",9924,5
"JUSSIAPE",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,2,0,"BA",7066,5
"LAFAIETE COUTINHO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",3975,5
"LAJE",0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",24306,5
"LAJEDAO",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",4068,5
"LAJEDINHO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",4017,5
"LAMARAO",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",9007,5
"LENCOIS",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,3,0,"BA",11636,5
"LENCOIS PAULISTA",0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,"SP",67185,5
"LIVRAMENTO DE NOSSA SENHORA",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,0,0,5,1,0,"BA",46739,5
"LUIS EDUARDO MAGALHAES",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",83557,5
"MACAUBAS",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",50987,5
"MAETINGA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",4456,5
"MALHADA",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,6,4,0,"BA",17526,5
"MALHADA DE PEDRAS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",8856,5
"MANOEL VITORINO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",14251,5
"MANSIDAO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",13959,5
"MARACAS",0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,5,0,0,0,0,0,0,11,6,0,"BA",23018,5
"MARAGOGIPE",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,5,0,"BA",46260,5
"MARCIONILIO SOUZA",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,6,4,0,"BA",10931,5
"MASCOTE",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,0,0,0,7,4,0,"BA",14728,5
"MEDEIROS NETO",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,6,3,0,"BA",23586,5
"MIRANGABA",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,"BA",18729,5
"MIRANTE",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,"BA",9578,5
"MIRASSOLANDIA",0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,0,0,0,0,0,0,0,0,1,41,1,0,"SP",4758,5
"MOGI DAS CRUZES",3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,"SP",433901,5
"MORPARA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",8950,5
"MORRO DO CHAPEU",0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,0,0,0,0,0,9,3,0,"BA",36856,5
"MUCURI",0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,6,0,0,0,0,0,0,12,6,0,"BA",42072,5
"MULUNGU DO MORRO",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",11988,5
"MUNIZ FERREIRA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",7678,5
"MUQUEM DE SAO FRANCISCO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",11644,5
"MURITIBA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",30631,5
"NAZARE",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"TO",4060,5
"NOVA CANAA",0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,8,4,0,"BA",17141,5
"NOVA IBIA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",6986,5
"NOVA SOURE",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",25460,5
"NOVA VICOSA",0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,8,0,0,0,0,0,0,16,8,0,"BA",44052,5
"NOVO TRIUNFO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",16037,5
"OURICANGAS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",8916,5
"OUROLANDIA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",18025,5
"PALMAS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"TO",286787,5
"PALMEIRAS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",9250,5
"PARAMIRIM",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",22286,5
"PAU BRASIL",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,1,0,"BA",10673,5
"PAULINIA",0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,"SP",102499,5
"PAULO AFONSO",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,5,4,0,"BA",120706,5
"PE DE SERRA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",14226,5
"PEDRAO",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",7527,5
"PLANALTINO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",9582,5
"POA",2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"SP",115488,5
"POJUCA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",39718,5
"PONTO NOVO",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,0,0,0,6,3,0,"BA",15830,5
"POTIRAGUA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",8438,5
"POTIRENDABA",0,0,0,0,0,0,0,0,0,0,0,38,0,154,0,0,0,0,0,0,0,0,1,0,213,1,0,"SP",17002,5
"PRADO",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,0,0,5,3,0,"BA",29326,5
"PRESIDENTE JANIO QUADROS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",13334,5
"PRESIDENTE TANCREDO NEVES",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",28082,5
"QUEIMADAS",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"PB",44214,5
"QUIJINGUE",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",28632,5
"RAFAEL JAMBEIRO",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,7,3,0,"BA",23562,5
"RIACHAO DAS NEVES",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",23313,5
"RIACHAO DO JACUIPE",0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,5,0,0,0,0,0,0,10,4,0,"BA",34784,5
"RIBEIRA DO AMPARO",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",15443,5
"RIBEIRA DO POMBAL",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,5,4,0,"BA",54965,5
"RIO DE CONTAS",0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",13712,5
"RIO REAL",0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,6,4,0,"BA",41767,5
"RUY BARBOSA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"RN",3669,5
"SALINAS DA MARGARIDA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",15772,5
"SANTA CRUZ CABRALIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",28552,5
"SANTA LUZIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"MA",71576,5
"SANTA TERESINHA",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"PB",4573,5
"SANTANA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"AP",115471,5
"SANTO ANTONIO DE JESUS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,4,2,0,"BA",103342,5
"SANTO ESTEVAO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,"BA",53898,5
"SAO DESIDERIO",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,0,0,0,0,0,5,3,0,"BA",33661,5
"SAO DOMINGOS",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,4,1,0,"PB",3120,5
"SAO FELIPE",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",21964,5
"SAO FRANCISCO DO SUL",2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"SC",50701,5
"SAO JOSE DA VITORIA",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,3,2,0,"BA",6045,5
"SAUBARA",1,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,4,0,"BA",12380,5
"SEABRA",0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,5,3,0,"BA",45568,5
"SIDROLANDIA",0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,"MS",54575,5
"SITIO DO QUINTO",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,"BA",11283,5
